Region,STOR,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,100488.95855337489,335673.1888338202,1.4249933512230874e6,689486.4246192758,87.0,45812.73140559997,
IME,358794.51934061846,550399.2301391305,1.7773688285201606e6,2.4444459761589332e6,,7710.345644800002,
JL,74386.05829769235,287683.53062990826,1.2874879716250359e6,910757.2174585052,,190279.40556994028,
LN,162522.70321852772,408321.1000000001,2.0475317054363925e6,2.271557571614615e6,0.0,40697.567016960005,1.5785026294866556e6
SD,,,0.0,,,,
JB,,,0.0,,,,
