Region,STOR,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,91577.15821538723,461338.3707904856,816693.542144579,825755.4575757628,0.0,48432.96197879997,
IME,274292.1238000378,568736.309388311,1.7852403865431165e6,2.1432214382479317e6,,7598.8180352000045,
JL,94751.91341041274,352699.56370722747,773284.8006882559,2.3484429372232286e6,,185609.97230442028,
LN,166410.92511068625,545051.4850000001,2.0807478989378114e6,1.755680227555561e6,150.0,40697.56701696001,1.7209164596184997e6
SD,,,0.0,,,,
JB,,,0.0,,,,
