Region,TotalPotentials,TotalCurtailments,Curtailment_rate
HL,5.577978444000001e6,694405.1074428716,0.12449046091058566
IME,1.5163926692999998e7,2.621660264223915e6,0.17288795424170253
JL,9.363135e6,2.8077485744493008e6,0.29987270016391954
LN,9.926800915000001e6,8669.055117591808,0.0008732979730148851
SD,0.0,,
JB,0.0,,
NEG,4.0031841052e7,6.13248300123368e6,0.15319013165714246
