Region,TotalPotentials,TotalActuals,TotalCurtailments,Curtailment_rate
HL,121569.0,121568.99999999999,1.4551915228366852e-11,1.1970087134357322e-16
IME,85582.224,85582.224,0.0,0.0
JL,120740.16,120740.15999999995,5.820766091346741e-11,4.820903079262725e-16
LN,159924.46000000002,159924.45999999996,5.820766091346741e-11,3.6396971991318524e-16
SD,0,0,,
JB,0,0,,
