Region,STOR,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,178590.29382815026,517543.1425540709,788897.7700351612,1.0697550622507092e6,0.0,63205.64511524998,
IME,356934.2333610359,749364.72965289,1.4974002886669312e6,2.281230476988162e6,,6517.645994880001,
JL,168202.2691989101,326358.7834739372,282640.2002115221,1.6161598527493982e6,,319961.84694498725,
LN,143217.2268839624,527896.4349999998,2.906899034137365e6,599126.0849999998,150.0,72198.83659967997,1.7482593592290822e6
SD,,,0.0,,,,
JB,,,0.0,,,,
