Region,Week1,Week2,Week3,Week4
HL,0.07350153082327673,0.15520826820463327,0.24458358730864438,0.06259013452956728
IME,0.11353807134645437,0.26732825800892,0.18015894328564783,0.12925311941184847
JL,0.23219213419633117,0.43558577328073445,0.3191065300964747,0.12556487730207824
LN,-4.1022062333971894e-16,0.00011078654435474315,-2.04780002316506e-16,0.0004070183333920669
SD,,,,
JB,,,,
