Week,Share
1,0.13853295309568434
2,0.23384189285513166
3,0.2938856990298053
4,0.1523391590295258
5,0.20276723543330713
6,0.2142256367232193
7,0.277732832806375
8,0.31031164085298546
9,0.31441758614615595
10,0.3702054758283274
11,0.25202614583904986
12,0.2487484945528051
13,0.25026670836500686
