Region,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,1.4214315087859398e6,1.0074161066576397e7,2.8615697018533405e6,93119.34635503215,544890.8596079998,0.0
IME,1.1556719265463636e6,3.0742494351622794e7,1.0748802021723147e7,0.0,150224.85244799996,0.0
JL,1.24403954e6,9.766962093631947e6,4.22886135e6,0.0,1.415076662102881e6,0.0
LN,1.6911878999999997e6,3.2579341778029874e7,5.3380568670856515e6,70181.63857108976,581440.3687199999,1.0683728828566335e7
SD,0.0,0.0,0.0,0.0,0.0,0.0
JB,0.0,0.0,0.0,0.0,0.0,0.0
