Path,Total
HL_to_IME,-7345.577673616922
HL_to_JL,-1421.5494654920842
IME_to_JL,4341.5680820615935
IME_to_LN,7855.78702867733
JL_to_LN,1607.8407743035918
IME_to_SD,5775.884020507963
LN_to_JB,4819.283144131163
