Region,TotalPotentials,TotalCurtailments,Curtailment_rate
HL,4.28701265e6,4011.4393607202073,0.0009357190398587247
IME,1.1908905876000002e7,4431.92773048926,0.00037215238550343375
JL,5.472927489999999e6,26.599999999714782,4.860287304795772e-6
LN,7.029336200000001e6,91.43291434839193,1.3007332662277829e-5
SD,0.0,,
JB,0.0,,
NEG,2.8698182216000006e7,8561.400005557574,0.0002983255155716575
