Region,Week1,Week2,Week3,Week4,Week5,Week6,Week7,Week8,Week9,Week10,Week11,Week12
HL,-4.517706061270303e-16,0.0,1.1970087134357322e-16,0.0026008747704088287,1.2177925981651706e-16,1.356594252560582e-16,-1.705005521893473e-16,-2.3105209703175795e-16,-1.1650890177684196e-16,2.426374677712613e-16,0.0013751227789232238,0.0
IME,1.751461794075284e-16,6.668895034815048e-16,0.0,0.009437153066788728,-5.360373476534399e-16,0.0018521059130196423,0.0,2.603409045240122e-16,0.0,0.0,-3.89478871139738e-16,0.0015602836879430545
JL,-1.5946598340596047e-16,0.0,4.820903079262725e-16,1.1627746326648608e-16,-4.0577820605410704e-16,-1.3584043946735574e-16,0.0,-3.8381856049178363e-16,-3.061960501145791e-16,2.4296683110045067e-16,-3.4787062418104233e-16,-6.085009664358043e-16
LN,0.0,3.84106706593554e-16,3.6396971991318524e-16,0.0,-2.016448901992953e-16,4.1751816907136533e-16,1.2444645913354292e-16,-2.2318344120698364e-16,2.6882720912922075e-16,0.0,0.0,-2.330055282831779e-16
SD,,,,,,,,,,,,
JB,,,,,,,,,,,,
