STOR,SOLAR,COAL,WIND,HYDRO
0.0,0.0,5441.882561640904,1004.15,110.93045203182169
0.0,0.0,5685.548813672725,731.5,0.0
0.0,0.0,5846.1375,505.4,65.51131367272592
0.0,0.0,5846.1375,339.15,231.76131367272595
0.0,0.0,5846.1375,239.39999999999998,331.5113136727259
0.0,65.74,6102.4235900627245,206.14999999999998,1109.9880036100012
0.0,262.96,6243.478276402113,206.15000000000003,870.2309491573069
0.0,515.54,6096.3875,152.95,960.1662255594194
0.0,802.72,6096.3875,312.54999999999995,1108.171515559419
0.0,1155.64,6346.6375,266.0,784.5291169375085
0.0,1408.2199999999998,6346.6375,192.85000000000002,1425.713426937508
0.0,1463.58,6471.7625,159.6,490.7122455594185
0.0,1377.0800000000002,5971.2625,166.25,899.5515455594198
0.0,1121.04,6433.29314694942,199.5,956.1328786100003
0.0,927.2800000000001,6271.443648327508,252.69999999999993,956.1328786100003
0.0,716.2199999999999,6471.7625,359.1,1229.6320034470527
185.6319047632171,429.0400000000001,6471.7625,525.35,1737.7731800038362
0.0,162.62,6471.7625,658.35,1868.8848847670542
0.0,6.919999999999959,6471.7625,724.85,1530.3499847670537
0.0,0.0,6318.423859352218,791.3499999999999,1984.7383254148358
0.0,0.0,6471.7625,984.1999999999999,1381.978684767053
0.0,0.0,6221.5125,884.45,1225.0230871031158
0.0,0.0,5929.5,658.35,956.13287861
0.0,0.0,5662.837429596255,518.7,796.8921840764706
0.0,0.0,5704.625,505.4,367.9035775167067
0.0,0.0,5704.625,545.3000000000001,193.01287751670543
0.0,0.0,5704.625,651.7,86.6128775167058
0.0,0.0,5704.625,738.15,0.16287751670597572
0.0,0.0,5704.625,711.55,26.76287751670543
0.0,65.74,5704.625,591.85,1133.8898375167055
0.0,359.8399999999999,5704.625,432.25,1095.999543111513
0.0,871.92,5712.961684434851,152.94999999999993,993.9437586766626
0.0,1373.6200000000001,5704.625,325.85000000000014,910.7421031115132
0.0,1688.48,5704.625,226.10000000000002,923.1112793356642
0.0,1847.64,5829.75,192.85000000000014,1483.3204193356632
0.0,1885.7,5954.875,172.89999999999986,548.3032831115142
0.0,1858.0200000000002,5704.625,186.20000000000002,645.2375831115141
0.0,1650.4199999999998,5704.625,246.04999999999995,1093.6945431115146
0.0,1418.6,5829.75,385.70000000000005,764.7406193356628
0.0,989.56,5704.625,631.75,1436.5373770208162
0.0,595.12,5704.625,924.3500000000003,2107.4162830928144
0.0,228.3599999999999,5704.625,1183.7,2031.0665830928156
0.0,10.38,5704.625,1336.65,1677.8759830928138
0.0,0.0,5704.625,1615.95,1761.5639830928158
0.0,0.0,5579.5,2307.5499999999997,944.2251830928162
0.0,0.0,5004.865650236783,2480.45,968.0405741271838
0.0,0.0,4505.530942474181,2467.15,624.1961218897864
0.0,0.0,3219.125,2580.2000000000003,1288.0696353302137
0.0,0.0,3724.233267182076,2766.4,45.10126860999958
0.0,0.0,3344.25,2926.0,135.4240357920762
0.0,0.0,3059.125,2926.0,420.5490357920762
0.0,0.0,2800.5,2945.95,659.2240357920755
0.0,0.0,2800.5,3059.0,546.1740357920758
0.0,114.18,2933.875,3231.9,1515.057497466244
0.0,525.92,3221.1930527092336,3251.85,979.080331371692
0.0,1117.58,2583.875,2114.7,2297.781584080927
0.0,1664.26,2575.625,4269.3,174.95487408092595
0.0,2082.92,2266.5747984572026,4927.65,0.0
0.0,2332.04,2350.75,4369.05,692.8070484572027
0.0,2449.6800000000003,2350.75,3717.3500000000004,283.40624415135244
0.0,2366.6400000000003,2350.75,3178.7,414.71743054335366
0.0,2193.6400000000003,2612.368061933354,2846.2,956.1328786100003
0.0,1830.3400000000001,3485.4765666650883,2719.8500000000004,956.1328786100003
0.0,1356.3200000000002,3971.75,2819.6,1213.7185884572018
0.0,747.36,3654.9546812175386,3052.35,2116.120517239664
0.0,224.9,3980.0,3225.25,1961.061498457203
0.0,6.92,3980.0,3411.4500000000003,1454.4136920663568
0.0,0.0,3980.0,3418.1,1799.2593920663585
0.0,0.0,3544.9997484563582,4096.4,1310.81034361
0.0,0.0,3055.141325778137,4435.55,1099.6248683732174
0.0,0.0,2350.75,4488.75,889.7439041513535
0.0,0.0,2350.75,4448.85,400.7745340020756
0.0,0.0,2350.750000000001,4375.7,0.0
0.0,0.0,2108.6209535515222,4242.7,0.0
0.0,0.0,2091.125,3956.75,303.44595355152205
0.0,0.0,2091.125,3664.15,596.045953551522
0.0,0.0,2091.125,3351.6,908.5959535515221
0.0,72.65999999999985,2091.125,3185.35,2262.5388207415217
0.0,425.58,2513.9025736100275,3019.1,1809.5909829404839
0.0,965.3400000000001,2668.2489802367827,2108.05,2159.875776313729
0.0,1522.4,2289.242250644241,3457.9999999999995,1190.2210359062708
0.0,1951.4399999999998,1788.2682193711607,5300.05,0.0
0.0,2269.76,1831.5,5173.7,225.80470937115842
0.0,2404.7,1482.2229665505129,4814.599999999999,0.0
0.0,2359.7200000000003,1712.2047665505106,4468.8,0.0
0.0,2169.42,1831.5,4176.2,422.3696359835085
0.0,1778.4400000000005,1848.0,3863.6499999999996,823.1729263053328
0.0,1276.7400000000002,2640.0,3724.0000000000005,1147.9582093711592
0.0,681.6200000000003,2640.0,3837.0499999999997,1832.3929393711587
0.0,228.36,2640.0,4162.9,1783.6014393711603
0.0,6.92,2640.0,4575.2,1191.7225393711587
0.0,0.0,2640.0,4522.0,1589.94753937116
0.0,0.0,2640.0,4375.7,1495.7018393711596
0.0,0.0,2640.0,4116.35,1390.8525992798275
0.0,0.0,2275.3040196508155,3803.7999999999997,941.9864484316956
0.0,0.0,1831.5,3544.4500000000003,1496.4823535515216
0.0,0.0,1998.3337787266357,3444.7000000000003,956.13287861
0.0,0.0,1838.1138787266361,3484.6000000000004,956.13287861
0.0,0.0,1875.9562078392848,3504.55,898.3405494973515
0.0,0.0,1831.5,3650.8500000000004,796.4967573366362
0.0,0.0,1831.5,4049.85,397.4967573366366
0.0,34.6,1831.5,4455.5,1181.7718229466354
0.0,141.86,1831.5,4801.3,881.0812677175809
0.0,297.56,1831.5,4156.25,1500.0110677175799
0.0,477.48,1831.5,4980.85,1037.7319277175798
0.0,716.2199999999999,1824.3802713825614,6104.7,252.4176355386387
0.0,934.2,1595.55,6211.1,1069.577375668799
0.0,1010.3199999999999,1831.5,6144.6,9.741015110020044
0.0,1069.14,1719.2588151100206,6051.5,0.0
0.0,1176.4000000000005,1831.5,5931.8,191.97853511001995
0.0,1152.18,1831.5,5805.45,99.78297566879928
0.0,754.28,1435.5,5699.05,1216.4545756687999
0.0,352.91999999999996,1831.5,5619.25,1499.4841156688008
0.0,83.04,1831.5,5552.75,1664.6330156688
0.0,0.0,1831.5,5546.099999999999,1364.6166156688014
0.0,0.0,1831.5,5306.700000000001,1932.583915668799
0.0,0.0,1831.5,5246.85,1758.6738156687998
0.0,0.0,1831.5,5286.75,1366.9114351100197
0.0,0.0,1435.5,5300.05,939.9518151100199
0.0,0.0,1191.3,5280.1,975.1863378208832
0.0,0.0,1191.3,5300.05,451.6586736223335
0.0,0.0,1415.1199789156276,5366.55,45.42449470670567
0.0,0.0,1191.3,5492.9,142.89447362233386
0.0,0.0,1191.3,5552.75,0.0
0.0,0.0,1191.3,5486.25,0.0
0.0,20.76,1427.25,5280.1,1064.679823622333
0.0,145.3199999999997,1427.25,5140.45,1251.2555766868486
0.0,328.6999999999998,1427.25,5286.75,1048.3790766868483
0.0,536.3,1191.3,6038.2,857.5076066868485
0.0,795.8000000000001,1191.3,6091.400000000001,784.3307864610256
0.0,1100.2799999999997,1427.25,5945.1,1170.549756461026
0.0,1224.84,1191.3,5758.9,660.3457266868486
0.0,1217.9199999999998,1191.3,5586.0,687.2514266868482
0.0,1096.8199999999997,1489.8565980768476,5426.4,956.1328786100003
0.0,823.48,1631.7829778510259,5320.0,956.1328786100003
0.0,512.0799999999999,1831.5,5220.25,1049.9184164610251
0.0,245.65999999999985,1831.5,5147.1,1581.6375864610263
0.0,69.19999999999982,1831.5,5140.45,1653.4939112780248
0.0,0.0,1831.5,5153.75,1602.660786461026
