Region,TotalPotentials,TotalActuals,TotalCurtailments,Curtailment_rate
HL,228489.4,228489.40000000008,-8.731149137020111e-11,-3.821249098216421e-16
IME,158661.18,158661.17999999996,2.9103830456733704e-11,1.834338459901389e-16
JL,226332.74999999997,226332.75,-2.9103830456733704e-11,-1.2858868394756706e-16
LN,172811.26,172811.25999999998,2.9103830456733704e-11,1.684139705753763e-16
SD,0,0,,
JB,0,0,,
