Region,TotalPotentials,TotalCurtailments,Curtailment_rate
HL,4.28701265e6,6625.25099066415,0.0015454237091332467
IME,1.1908905876000002e7,13552.173290910767,0.0011379864306613119
JL,5.472927489999999e6,1173.95999999973,0.0002145031159548087
LN,7.029336200000001e6,4897.915200381001,0.0006967820375956695
SD,0.0,,
JB,0.0,,
NEG,2.8698182216000006e7,26249.299481955648,0.000914667670739123
