Week,Share
1,0.13853295309568434
2,0.23384189285513166
3,0.2938856990298053
4,0.1518919528330227
5,0.2019634289693195
6,0.21424881930554177
7,0.2778559226146226
8,0.3104023460101692
9,0.31440822099781685
10,0.3702054758283274
11,0.25202614583904986
12,0.2487484945528051
13,0.25018846811823336
