Region,Week1,Week2,Week3,Week4,Week5,Week6,Week7,Week8,Week9,Week10,Week11,Week12
HL,-4.0723704144614916e-16,-2.9755323259500467e-16,-4.20321630193285e-17,0.0037275312375685907,0.006986334576075349,0.0010676511477548556,-4.610729574953752e-16,-3.050366499596399e-16,-2.6810976591601717e-16,-5.214240949249228e-16,0.0056215705016435915,0.004654451476144806
IME,1.805854968893353e-16,2.7499409319313186e-16,-3.6182491053000486e-16,0.00787320556270283,0.0070311175791681856,0.0041407592414131125,9.873553417587916e-16,-1.767504574735791e-16,3.730479245873755e-16,-1.286158786044892e-16,-2.3268361817446287e-16,0.001308834360985917
JL,-1.374608360917674e-16,-1.7334397376390384e-16,0.0,0.0023951571832386744,0.0007628429538736025,1.0210231683074339e-16,2.0439227151079802e-16,3.518863517589548e-16,-5.5190620393355885e-17,-1.34035411502027e-16,2.9626579603200327e-17,7.205592623373873e-5
LN,9.069426784436227e-17,1.1353970622886461e-16,7.896733774163713e-17,0.00739799436994951,0.005856214875726017,0.000308078500435252,3.2255259191254244e-16,-4.351615781776456e-17,3.2734559040388543e-16,0.0,0.0,0.00011881492310987755
SD,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
JB,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
