Region,Week1,Week2,Week3,Week4,Week5,Week6,Week7,Week8,Week9,Week10,Week11,Week12
HL,-3.821249098216421e-16,-4.781191601444634e-16,-1.2955762098848227e-16,0.003633150495864531,0.010267369624523518,0.0018303462101731097,-5.557929387442816e-16,-3.3158024852694727e-16,-3.201881980987197e-16,-7.610901994613371e-16,0.009066092758450281,0.006352702733246641
IME,1.834338459901389e-16,2.011250495005444e-16,-3.875997128907881e-16,0.006394322757497404,0.0024834551944956933,0.004155734804021587,1.0768797845037811e-15,-1.9314138341031806e-16,3.997730790600712e-16,-1.3724484581030693e-16,-2.1635263020425426e-16,0.0012890920289617806
JL,-1.2858868394756706e-16,-2.031313564778986e-16,-2.0823199039635756e-16,0.0028652568588669047,0.001218566522654001,1.8164716036090416e-16,2.3205280265935546e-16,6.75666301691351e-16,0.0,-2.1898181745270727e-16,1.5917497210967244e-16,8.943743851129133e-5
LN,1.684139705753763e-16,0.0,0.0,0.010959234516409788,0.00613510271775209,0.00014137266037422637,3.849047140767788e-16,0.0,3.596058430202582e-16,0.0,0.0,0.00014183683495777873
SD,,,,,,,,,,,,
JB,,,,,,,,,,,,
