Region,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,1.4209272130208751e6,1.0822094287533496e7,2.8594601859884607e6,101414.10380061119,544890.8596079998,0.0
IME,1.151241400729091e6,2.956526619936017e7,1.0744112301979998e7,0.0,150224.85244799996,0.0
JL,1.24386308e6,9.75772623272036e6,4.22789045e6,0.0,1.415076662102881e6,0.0
LN,1.689786375558152e6,3.298333484025067e7,5.334651909241467e6,81395.11994433613,581440.3687199999,1.0684960924288295e7
SD,0.0,0.0,0.0,0.0,0.0,0.0
JB,0.0,0.0,0.0,0.0,0.0,0.0
