Path,Total
HL_to_IME,-6736.882343187546
HL_to_JL,-1272.4325879245848
IME_to_JL,4141.578336197513
IME_to_LN,7488.828044932594
JL_to_LN,1537.9698792544418
IME_to_SD,5772.952558513709
LN_to_JB,4815.944216684346
