Region,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,2.1622879395556087e6,4.729970553565176e6,2.593860194407127e6,0.0,256596.4820719498,0.0
IME,2.915662707486406e6,9.95894841719297e6,5.150912235910192e6,0.0,26384.68740096,0.0
JL,1.4173442468315028e6,2.834501887223976e6,4.869031468254052e6,0.0,1.3254910190161937e6,0.0
LN,1.9421961977542755e6,1.05608403923784e7,4.64507207078816e6,830.0,288795.34639871994,6.956423112760885e6
SD,0.0,0.0,0.0,0.0,0.0,0.0
JB,0.0,0.0,0.0,0.0,0.0,0.0
