Region,TotalPotentials,TotalCurtailments,Curtailment_rate
HL,4.808518064e6,52369.93003726477,0.010891074826014164
IME,8.324569365000001e6,253914.03663496766,0.030501762373742636
JL,8.140845e6,1.6429143614046094e6,0.2018112814338818
LN,6.592411239999999e6,4504.41076353594,0.0006832721138822554
SD,0.0,,
JB,0.0,,
NEG,2.7866343669e7,1.9537027388403777e6,0.07010976258840088
