STOR,SOLAR,COAL,WIND,GAS,HYDRO
0.0,0.0,8045.675,3105.7400000000002,0.0,0.0
0.0,0.0,8281.625,3007.6639999999998,0.0,144.7464502659509
0.0,0.0,8720.59945026595,2713.436,0.0,0.0
0.0,0.0,8760.341837131902,2321.1319999999996,0.0,352.5616131340487
0.0,380.77599999999995,10040.0,1013.4520000000001,0.0,383.0645158499999
622.2183717078278,1453.872,10040.0,32.692,0.0,1150.0
1044.5192893102922,3513.5240000000003,10040.0,0.0,0.0,708.5790317000001
0.0,6092.415999999999,8882.18097268218,0.0,0.0,383.06451584999996
0.0,8480.92,7225.675,0.0,0.0,383.06451584999996
0.0,10350.184,6270.022260953339,98.07599999999911,0.0,107.7963853894322
0.0,11492.512,6045.925000000001,980.76,0.0,0.0
0.0,11769.44,6045.925000000001,1536.5240000000001,0.0,332.01167801056727
0.0,10679.036,6370.5885217671575,1667.2919999999995,0.0,0.0
0.0,6957.816000000001,7225.675,1994.212,0.0,629.3720109999988
0.0,6040.491999999999,7225.675,3301.8920000000007,0.0,519.8215365500009
0.0,5382.7880000000005,7225.675,4217.268,0.0,0.0
2850.0,3063.5159999999996,8175.048127207831,3367.276,0.0,766.0790317000001
3326.0482449818783,1696.184,8589.75,2778.8199999999997,0.0,910.769569000001
2850.0,536.5479999999998,7611.52878713188,4315.344,0.0,564.794946849999
188.59967813188376,0.0,6675.375000000001,9219.143999999998,0.0,383.06451584999996
0.0,0.0,3925.675,13926.792,0.0,0.0
0.0,0.0,3925.675,14351.788,0.0,0.0
0.0,0.0,3925.675,12455.652,0.0,56.74354754999956
0.0,0.0,3925.675,8826.84,0.0,383.0645158499999
0.0,0.0,3925.675,7682.62,0.0,1145.1578771867512
0.0,0.0,3925.675,6767.244,0.0,387.10018621324843
0.0,0.0,3925.675,7159.548,0.0,0.0
0.0,0.0,3925.675,7486.468,0.0,0.0
1628.9631003632483,311.544,3925.675,5361.488,0.0,383.0645158499999
2850.0,1419.256,3925.675,4249.96,0.0,1144.0434468834292
2850.0,3582.7560000000003,4120.402753274218,4838.416,0.0,714.5355848165709
0.0,6473.192,3925.675,5394.179999999999,0.0,16.559465800526254
0.0,9017.468,3925.675,6374.9400000000005,0.0,0.0
0.0,10852.116,3925.675,6832.627999999999,0.0,40.18408174947331
0.0,11942.519999999999,3925.675,6276.864,0.0,602.9395427834233
0.0,12427.144000000002,3925.675,5328.796,0.0,546.2540047665764
0.0,12184.831999999999,3925.675,4740.339999999999,0.0,0.0
0.0,11215.584,3925.675,3988.424000000001,0.0,383.0645158499999
0.0,9519.400000000001,3925.675,3890.348,0.0,383.0645158499999
1513.8466524091716,7182.819999999999,3925.675,3857.656,0.0,383.0645158499999
3774.7379612999985,4327.0,6450.5,3530.736,0.0,708.5790317000001
3363.875829868491,1817.34,6450.5,5557.64,0.0,1150.0
2254.25972401849,623.0879999999997,4985.800000000001,8696.072,0.0,383.06451584999996
117.66468043508826,0.0,5784.029005783404,11572.967999999999,0.0,383.06451584999996
0.0,0.0,4985.800000000001,12161.423999999999,0.0,0.0
0.0,0.0,4985.800000000001,11442.199999999999,0.0,0.0
0.0,0.0,4985.800000000001,8957.608,0.0,382.2580633999998
0.0,0.0,4985.800000000001,6832.628,0.0,1150.0
0.0,0.0,4985.800000000001,7257.624,0.0,383.06451584999996
0.0,0.0,4985.800000000001,7421.084,0.0,56.74354754999956
0.0,0.0,4985.800000000001,7911.464,0.0,0.0
0.0,0.0,4985.800000000001,8892.224,0.0,0.0
813.1151307289499,363.468,6165.55,4707.647999999999,0.0,383.0645158499999
4262.177977317764,1263.484,6740.832234982236,1013.4519999999998,0.0,708.5790317000001
2904.211379,3357.7519999999995,7380.0,948.0680000000001,0.0,1150.0
1425.1651952186196,5555.868,6165.55,2223.056,0.0,383.06451584999996
0.0,7805.907999999999,5470.812705218621,2746.128,0.0,383.06451584999996
0.0,9692.480000000001,4985.800000000001,4413.42,0.0,0.0
0.0,10834.808,4985.800000000001,6178.7880000000005,0.0,439.8080633999995
0.0,10886.731999999998,4985.800000000001,6015.3279999999995,0.0,0.0
0.0,9259.78,4985.800000000001,5949.9439999999995,0.0,0.0
0.0,7753.984,4985.800000000001,5851.867999999999,0.0,383.0645158499999
0.0,6732.812000000001,4985.800000000001,6767.244,0.0,383.0645158499999
0.0,4275.076,4985.800000000001,7421.084,0.0,383.0645158499999
2437.357876070073,1851.956,7730.0,6767.243999999999,0.0,383.0645158499999
2998.5885383000004,761.5519999999997,7730.0,5361.488,0.0,766.0790317000001
1904.8904270872365,173.08,7730.0,6767.244,0.0,366.8241793813811
0.0,0.0,7730.0,8663.380000000001,0.0,1108.7403364686188
0.0,0.0,7100.953094549999,8467.228000000001,0.0,383.06451584999996
0.0,0.0,7005.320545218619,7748.004,0.0,383.06451584999996
0.0,0.0,6561.615088970071,7192.24,0.0,56.74354754999956
0.0,0.0,6390.425,6996.088,0.0,0.0
0.0,0.0,6540.18414677548,5361.488,0.0,0.0
706.5649267754798,0.0,7730.0,2190.364,0.0,1150.0
812.9607001589188,0.0,7730.0,1830.752,0.0,708.5790317000001
50.399731858919495,0.0,7730.0,3301.8920000000003,0.0,0.0
0.0,276.928,6390.425,5198.028,0.0,0.0
1787.6944748187086,1419.256,7730.0,1863.4439999999997,0.0,683.8535083999998
2850.0,3357.752,7730.0,261.536,0.0,848.4045550000001
0.0,5867.412,7182.312319150002,1340.372,0.0,383.06451584999996
0.0,8411.688,6390.425,1830.752,0.0,0.0
0.0,10107.872,6390.425,1438.4479999999999,0.0,439.8080633999995
0.0,11215.584,6390.425,980.76,0.0,0.0
0.0,11734.824,6390.425,621.1479999999992,0.0,0.0
0.0,10679.036,6390.425,261.536,0.0,1149.1935475499997
0.0,9605.94,8285.8,98.07600000000001,0.0,0.0
0.0,8186.683999999998,8285.8,32.692,0.0,0.0
0.0,5365.48,10153.380793068709,0.0,0.0,383.0645158499999
3971.869785550139,3496.2160000000003,10260.25,0.0,0.0,465.21339336857227
4640.277703699861,1575.028,10510.5,0.0,29.0,696.5665704999997
4770.0,398.084,10264.576732771473,32.692,29.0,593.394241431427
4770.0,0.0,10510.5,588.4559999999999,29.0,611.749769600001
2600.129505249999,0.0,10260.25,2223.056,0.0,640.84860435
0.0,0.0,9822.638809150001,3955.732,0.0,383.06451584999996
0.0,0.0,7419.77482846871,5067.26,0.0,383.06451584999996
0.0,0.0,6045.925000000001,5949.9439999999995,0.0,383.06451584999996
0.0,0.0,6045.925000000001,6865.32,0.0,383.06451584999996
0.0,0.0,6045.925000000001,7486.468,0.0,383.06451584999996
0.0,0.0,6045.925000000001,8107.616,0.0,56.74354754999956
0.0,0.0,6045.925000000001,8271.076000000001,0.0,0.0
0.0,311.54399999999987,6045.925000000001,5753.7919999999995,0.0,0.0
2850.0,1367.3319999999999,7526.266429005798,817.3000000000001,0.0,808.7021074965596
2850.0,3409.676,7510.625,130.768,0.0,1049.8769242034405
1191.6923867068786,5503.944,7510.625,294.22799999999995,0.0,172.6256774965592
0.0,7061.664,7510.625,163.46,0.0,593.5033542034407
0.0,8100.144,7468.732948104718,130.768,0.0,335.1182967976407
0.0,8965.544,7510.625,163.45999999999913,0.0,431.0107349023592
0.0,9640.556,7225.675,294.22799999999916,0.0,0.0
0.0,10315.568,6704.02051396638,392.30400000000003,0.0,0.0
0.0,9813.635999999999,7225.675,523.072,0.0,439.8080633999995
0.0,8498.228,7225.675,751.9159999999993,0.0,0.0
243.01093905235962,6438.576,7510.625,1242.296,0.0,383.0645158499999
2850.0,4067.3799999999997,8321.55890320236,2124.98,0.0,766.0790317000001
3971.14175,1869.264,8358.57274805344,2648.0519999999997,0.0,383.06451585
3390.01811590344,571.164,6824.185529553437,4380.728,0.0,702.0723684465629
0.0,0.0,5261.211896500001,10396.056,0.0,773.492147403437
0.0,0.0,3989.925,13992.176,0.0,0.0
0.0,0.0,3989.925,13534.488,0.0,0.0
