Region,STOR,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,0.0,121568.99999999999,570887.5251738471,224640.05000000002,4872.0,50448.809208,
IME,5812.049679999999,85582.224,2.700836798169079e6,1.2013974000000004e6,,11131.038072,
JL,2600.0,120740.15999999995,560713.739365873,279532.75,,160630.32360648,
LN,4476.349890688461,159924.45999999996,2.561687384067541e6,577186.1299999999,2037.9971084303306,42064.29359999999,890740.3034927577
SD,,,0.0,,,,
JB,,,0.0,,,,
