Region,TotalPotentials,TotalActuals,TotalCurtailments,Curtailment_rate
HL,446376.56799999997,446253.0487676175,123.519232382474,0.00027671531446174394
IME,1.162378972e6,1.1613543948178526e6,1024.577182147419,0.0008814484835221357
JL,2.13462e6,1.4797023957228034e6,654917.6042771966,0.3068075836810283
LN,1.904447575e6,1.9007874453199997e6,3660.1296800002456,0.0019218852375079139
SD,0,0,,
JB,0,0,,
