Path,Total
HL_to_IME,-3768.7109406068184
HL_to_JL,3142.4662293085885
IME_to_JL,-792.9248387677645
IME_to_LN,10481.305392114446
JL_to_LN,3133.102330801995
IME_to_SD,5775.884020507963
LN_to_JB,4819.283144131163
