Region,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,1.4041840460904862e6,1.8098978184236236e7,2.795444766575145e6,146553.95864434523,534512.7009646929,0.0
IME,995588.6426607579,2.387275796474067e7,1.0079931827371486e7,0.0,144699.56802682183,0.0
JL,1.2439036696100712e6,1.1835523204337081e7,4.228115514410071e6,0.0,1.4150766621028802e6,0.0
LN,1.6905023414954545e6,2.8505388895529307e7,5.330485731122414e6,43635.43044488547,581440.3687199998,1.0652833528216109e7
SD,0.0,0.0,0.0,0.0,0.0,0.0
JB,0.0,0.0,0.0,0.0,0.0,0.0
