Region,STOR,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,0.0,125962.20000000003,455412.07211583556,350691.1692106373,7408.140407787683,45352.97462400001,
IME,11949.762914733159,111791.23199999999,2.596568639938538e6,1.2054933000000005e6,,12850.755191999988,
JL,6447.364822746972,113740.58000000003,558405.9765098351,258445.59999999983,,108797.64076008013,
LN,10861.242674596859,130403.18000000002,2.293018615216105e6,538401.97,470.0,50877.755759999985,885545.5607501689
SD,,,0.0,,,,
JB,,,0.0,,,,
