Region,TotalPotentials,TotalActuals,TotalCurtailments,Curtailment_rate
HL,143921.40000000002,143056.42320016798,864.9767998320458,0.006010063825338314
IME,97527.024,90586.90694986883,6940.117050131172,0.07116096406398262
JL,125148.2,125148.19999999998,1.4551915228366852e-11,1.1627746326648608e-16
LN,138863.78,138863.78,0.0,0.0
SD,0,0,,
JB,0,0,,
