Region,TotalPotentials,TotalActuals,TotalCurtailments,Curtailment_rate
HL,420238.24,363507.1140608977,56731.12593910232,0.1349975336349741
IME,733216.9529999999,558942.3529950253,174274.60000497452,0.23768490252703495
JL,396810.0,326676.84148448,70133.15851551999,0.1767424170648925
LN,410129.33499999996,410129.3350000002,-2.3283064365386963e-10,-5.677005368413104e-16
SD,0,0,,
JB,0,0,,
