Region,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,2.1231499899348924e6,4.812338524711224e6,2.592662893158643e6,454.0000000000001,256979.54658779982,0.0
IME,2.9405209216393223e6,9.974198879990226e6,5.1227239158555195e6,0.0,26384.68740096,0.0
JL,1.3867140133189536e6,2.8525645456157187e6,4.841261661785151e6,0.0,1.3321633773623593e6,0.0
LN,1.943931612704921e6,1.0489521475521127e7,4.647903967139998e6,300.0,288795.34639872,6.975842892625474e6
SD,0.0,0.0,0.0,0.0,0.0,0.0
JB,0.0,0.0,0.0,0.0,0.0,0.0
