Region,TotalPotentials,TotalCurtailments,Curtailment_rate
HL,4.808518064e6,91784.65353408305,0.019087929443636388
IME,8.324569365000001e6,259789.8333406353,0.03120760029136177
JL,8.140845e6,1.6922174630561778e6,0.20786754483793488
LN,6.592411239999999e6,500.0978600017843,7.585962734961061e-5
SD,0.0,,
JB,0.0,,
NEG,2.7866343669e7,2.0442920477908978e6,0.07336061279058569
