Region,STOR,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,0.0,118406.31754241821,1.1390056233239456e6,222535.6520239769,5116.400944670665,49598.01571898136,
IME,16567.487671675404,81015.40291980017,2.240239200080471e6,1.1953325315983118e6,,11131.038071999998,
JL,1862.5594481108494,120740.15999999995,745985.4740252796,279532.75,,160630.32360648003,
LN,3593.7399263278585,159924.45999999993,2.268438485438531e6,577186.13,1400.0,42064.29359999997,889378.9690221807
SD,,,0.0,,,,
JB,,,0.0,,,,
