Region,TotalPotentials,TotalCurtailments,Curtailment_rate
HL,5.577978444000001e6,582355.0611570652,0.1044025298777338
IME,1.5163926692999998e7,2.3138524439840238e6,0.15258926601459694
JL,9.363135e6,1.8176489719868947e6,0.19412824571971832
LN,9.926800915000001e6,16373.362566958007,0.0016494097854039623
SD,0.0,,
JB,0.0,,
NEG,4.0031841052e7,4.730229839694941e6,0.1181616861825199
