Region,Week1,Week2,Week3,Week4
HL,0.017938825612627125,0.19734655754616406,0.23951626176701313,0.018601089900791287
IME,0.0658482876023231,0.29391463572210585,0.17794600491022636,0.041822486937973934
JL,0.12402429495358835,0.26690311033806113,0.27379238504913095,0.05356833447744022
LN,-4.1022062333971894e-16,0.00012327339026731285,0.005350430404257519,7.306558854352902e-5
SD,,,,
JB,,,,
