Region,TotalPotentials,TotalActuals,TotalCurtailments,Curtailment_rate
HL,1.3183638360000001e6,1.307074225036738e6,11289.610963262152,0.008563350006258933
IME,1.914339686e6,1.8696756323426643e6,44664.053657335695,0.023331310521311367
JL,1.477725e6,1.3794784408599155e6,98246.5591400846,0.06648500846915671
LN,1.401106225e6,1.4011062249999996e6,4.656612873077393e-10,3.323525932573308e-16
SD,0.0,0.0,0.0,NaN
JB,0.0,0.0,0.0,NaN
