Region,TotalPotentials,TotalCurtailments,Curtailment_rate
HL,4.808518064e6,35007.784704912745,0.007280368762052912
IME,8.324569365000001e6,34268.177027344354,0.004116510479379536
JL,8.140845e6,51710.21245502628,0.006351946567589271
LN,6.592411239999999e6,1.9208528101444244e-9,2.913733291529951e-16
SD,0.0,,
JB,0.0,,
NEG,2.7866343669e7,120986.1741872853,0.004341659444969694
