Region,STOR,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,0.0,82406.09620545455,1.2188529394644226e6,249539.8934852152,7989.232270488725,54269.47095525982,
IME,7193.874290213338,62682.51843652163,1.9511930789171008e6,835403.9200274023,,11712.827374000015,
JL,2718.60703653379,67892.12,641277.304064951,501675.99999999994,,146352.07263600003,
LN,2566.0650285484944,116933.14,2.2854853687635344e6,604752.4499999997,4032.027442405833,50960.63279999999,890694.7866754839
SD,,,0.0,,,,
JB,,,0.0,,,,
