Region,TotalPotentials,TotalCurtailments,Curtailment_rate
HL,4.808518064e6,27475.640817583946,0.005713951877042162
IME,8.324569365000001e6,41695.9033528351,0.005008776012864071
JL,8.140845e6,60485.50260266842,0.007429880141762731
LN,6.592411239999999e6,465.5417836746783,7.061783112830782e-5
SD,0.0,,
JB,0.0,,
NEG,2.7866343669e7,130122.58855676214,0.004669525004872362
