Path,Total
HL_to_IME,-1679.1409036321481
HL_to_JL,-1273.4487656601057
IME_to_JL,-802.5151464782629
IME_to_LN,3532.6565699426255
JL_to_LN,1992.5791178440193
IME_to_SD,2153.507464502686
LN_to_JB,1756.6514069552586
