Region,TotalPotentials,TotalCurtailments,Curtailment_rate
HL,4.28701265e6,92953.72531575363,0.02168263378363337
IME,1.1908905876000002e7,830031.5172499215,0.0696983858880506
JL,5.472927489999999e6,908.3059798573668,0.0001659634595044428
LN,7.029336200000001e6,7217.647382132243,0.0010267893264419821
SD,0.0,,
JB,0.0,,
NEG,2.8698182216000006e7,931111.1959276646,0.03244495379252785
