Week,Share
1,0.13901984264828107
2,0.23315798818717115
3,0.2928283671829257
4,0.15406828132109043
5,0.20305957240918862
6,0.21635865776981097
7,0.2831067537714989
8,0.30178800460542143
9,0.3009047040419496
10,0.3452534946187105
11,0.24847571492110349
12,0.23900716303198904
13,0.24626013771429253
