Region,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,1.4051028144439948e6,1.8110670646657057e7,2.7889561102402513e6,144612.9184479134,533615.3802043879,0.0
IME,994428.627144743,2.3873729884371944e7,1.008026335433989e7,0.0,145761.41725272962,0.0
JL,1.2439036696100712e6,1.1835090192072205e7,4.228115514410071e6,0.0,1.4150766621028802e6,0.0
LN,1.6905577870954543e6,2.8504458067635417e7,5.331560765522413e6,43582.06461360044,581440.3687199998,1.0653254089008588e7
SD,0.0,0.0,0.0,0.0,0.0,0.0
JB,0.0,0.0,0.0,0.0,0.0,0.0
