Path,Total
HL_to_IME,-3766.5550297729615
HL_to_JL,3140.5310343644333
IME_to_JL,-791.0677148961859
IME_to_LN,10483.131100289367
JL_to_LN,3131.417008167978
IME_to_SD,5593.635104615279
LN_to_JB,4814.1926996133025
