Region,TotalPotentials,TotalActuals,TotalCurtailments,Curtailment_rate
HL,124899.6,124899.60000000002,-1.4551915228366852e-11,-1.1650890177684196e-16
IME,83447.28,83447.28,0.0,0.0
JL,95049.65999999999,95049.66000000002,-2.9103830456733704e-11,-3.061960501145791e-16
LN,108262.22,108262.21999999997,2.9103830456733704e-11,2.6882720912922075e-16
SD,0,0,,
JB,0,0,,
