Region,STOR,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,86866.41981811349,344010.2718774719,926222.2441157498,702645.1438740657,87.0,47852.92650599998,
IME,165475.33215599088,557937.2475959348,2.1675035066446792e6,2.442777046491518e6,,7710.345644800003,
JL,85061.32387544784,309029.0343412218,1.1651368016010707e6,983477.2604171208,,186928.77919266027,
LN,151178.35709462748,402091.85404090927,2.158129398814477e6,2.2597995832434087e6,0.0,40697.56701696,1.5775087228011976e6
SD,,,0.0,,,,
JB,,,0.0,,,,
