Region,TotalPotentials,TotalCurtailments,Curtailment_rate
HL,5.577978444000001e6,686991.7622455981,0.1231614229317373
IME,1.5163926692999998e7,2.6434148304156195e6,0.17432258041948184
JL,9.363135e6,2.817124029379607e6,0.3008740159550842
LN,9.926800915000001e6,1385.6066793369246,0.00013958239831758773
SD,0.0,,
JB,0.0,,
NEG,4.0031841052e7,6.148916228720162e6,0.1536006355723917
