Path,Total
HL_to_IME,-2623.977877496121
HL_to_JL,995.2263376473858
IME_to_JL,-1023.8142872778277
IME_to_LN,3828.4582780966457
JL_to_LN,1395.4227616756914
IME_to_SD,2153.507464502686
LN_to_JB,1756.6514069552586
