Region,Week1,Week2,Week3,Week4
HL,0.0974475780800922,0.15650643524019042,0.23719868715682893,0.06119799112216787
IME,0.14142262212866014,0.2809535903468811,0.1878659101589697,0.13608018223932739
JL,0.2330607714890558,0.44717504096415384,0.31032158708607077,0.13093190540443184
LN,0.0010621774608160655,8.455150105960754e-5,6.98004788600353e-6,0.00032925006571789066
SD,NaN,NaN,NaN,NaN
JB,NaN,NaN,NaN,NaN
