Region,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,1.790153925318558e6,5.469957415792283e6,3.104820497232592e6,987.2379090296328,186191.3867687999,0.0
IME,2.384261088875244e6,6.6792451248386465e6,1.0055398980605781e7,0.0,29898.799750400005,0.0
JL,1.384934851730872e6,3.761408558699092e6,5.161004739747962e6,0.0,732618.095795718,0.0
LN,1.8356048320135009e6,9.740728439960517e6,8.082716161008016e6,300.0,162790.26806784002,6.787957805012205e6
SD,0.0,0.0,0.0,0.0,0.0,0.0
JB,0.0,0.0,0.0,0.0,0.0,0.0
