Region,TotalPotentials,TotalActuals,TotalCurtailments,Curtailment_rate
HL,150158.05,150158.05000000002,-2.9103830456733704e-11,-1.938213133210887e-16
IME,752786.4600000001,751450.9068322396,1335.5531677604886,0.0017741461074638463
JL,320443.55,320443.54999999993,5.820766091346741e-11,1.8164716036090416e-16
LN,298240.18999999994,298240.19,-5.820766091346741e-11,-1.9517041252376956e-16
SD,0,0,,
JB,0,0,,
