Region,Week1,Week2,Week3,Week4
HL,0.11696131592152298,0.12309672420470454,0.21070740521266854,0.08327571706746172
IME,0.3002532893498683,0.33441491305006227,0.22561342066603365,0.16388402382505507
JL,0.24785699691799137,0.5212717602647148,0.2775631710103525,0.14839357863323507
LN,0.0009688187657488883,0.0,0.00440893846327737,1.376760961595066e-16
SD,,,,
JB,,,,
