Path,Total
HL_to_IME,-2629.32594025516
HL_to_JL,995.0108575444665
IME_to_JL,-1026.1588464909591
IME_to_LN,3820.970746337992
JL_to_LN,1397.3452199029414
IME_to_SD,2153.507464502686
LN_to_JB,1756.6514069552586
