Region,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,1.7886613408945668e6,4.741927190776486e6,2.948824490855429e6,735.0000000000002,186279.7088599779,0.0
IME,2.3007368624001867e6,6.086963684952542e6,9.907921144104067e6,0.0,29980.157625600015,0.0
JL,1.3530173602106108e6,3.220137774060845e6,5.018695087204816e6,0.0,721520.0897262807,0.0
LN,1.827715436502473e6,7.727539766726168e6,8.0727966145845875e6,300.0,162790.26806784002,6.629777880891243e6
SD,0.0,0.0,0.0,0.0,0.0,0.0
JB,0.0,0.0,0.0,0.0,0.0,0.0
