Region,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,1.7489681709341255e6,4.739770099650359e6,2.988095153256697e6,735.0000000000005,188723.85450519988,0.0
IME,2.2959842110965345e6,6.092915989236467e6,9.891516654280454e6,0.0,29325.52479680001,0.0
JL,1.3519282302664767e6,3.2467079914894574e6,5.005709464455947e6,0.0,719425.0010793045,0.0
LN,1.8281806382355755e6,7.741059041897897e6,8.076261013458356e6,300.00000000000006,162790.26806784002,6.617104720941024e6
SD,0.0,0.0,0.0,0.0,0.0,0.0
JB,0.0,0.0,0.0,0.0,0.0,0.0
