Region,TotalPotentials,TotalCurtailments,Curtailment_rate
HL,5.577978444000001e6,754742.9171453335,0.13530760735677977
IME,1.5163926692999998e7,2.7435279955822155e6,0.18092464116492257
JL,9.363135e6,2.8862703113536783e6,0.3082589657581225
LN,9.926800915000001e6,20962.171255692432,0.0021116743888776207
SD,0.0,,
JB,0.0,,
NEG,4.0031841052e7,6.40550339533692e6,0.1600102125459678
