Region,TotalPotentials,TotalActuals,TotalCurtailments,Curtailment_rate
HL,771367.74,736171.9924881612,35195.747511838796,0.04562771514380261
IME,2.192016806e6,1.9094164899013068e6,282600.31609869306,0.12892251342469546
JL,1.22796e6,1.0841777576475607e6,143782.24235243932,0.11709033059093074
LN,1.7899671050000002e6,1.784217619974172e6,5749.485025828239,0.0032120618360906906
SD,0,0,,
JB,0,0,,
