Region,STOR,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,112352.4416852077,561637.8167551906,773825.4143925704,749473.9676094449,0.0,48722.9797152,
IME,311154.97734424326,709276.1820022763,2.0233925448489874e6,2.1074109261970893e6,,7710.3456448,
JL,92989.52246648351,427687.86032000004,959203.4879600074,1.1664991242714198e6,,196116.19715184017,
LN,154132.83000865276,419497.5592461056,2.7156357113097957e6,1.7883614872679682e6,0.0,40697.567016960005,1.6001453997705432e6
SD,,,0.0,,,,
JB,,,0.0,,,,
