Region,STOR,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,0.0,128843.40000000005,1.2563330696444388e6,224292.4694706665,6258.216905329201,48055.55421461458,
IME,15600.201188879411,79068.00140170951,3.1253850364946662e6,147798.89541782378,,11131.038071999996,
JL,104.0,91254.04000000001,905239.367358297,226332.75,,160630.32360647997,
LN,935.4309672421427,148089.18,2.987370910863517e6,172789.52,1280.0,42064.293599999975,891240.0
SD,,,0.0,,,,
JB,,,0.0,,,,
