Region,TotalPotentials,TotalActuals,TotalCurtailments,Curtailment_rate
HL,1.087401304e6,1.0742265403704322e6,13174.76362956781,0.012115824747592733
IME,2.37967979e6,2.2719354576525018e6,107744.33234749828,0.045276819511711815
JL,1.960335e6,1.6729026579377432e6,287432.34206225676,0.146624093362745
LN,599126.0850000001,599126.0849999998,2.3283064365386963e-10,3.8861710328280834e-16
SD,0,0,,
JB,0,0,,
