Region,TotalPotentials,TotalActuals,TotalCurtailments,Curtailment_rate
HL,533432.56,518799.0091924969,14633.550807503168,0.027432803890904533
IME,828402.06,787084.4558550179,41317.60414498218,0.04987626919346649
JL,496380.0,330917.960306324,165462.039693676,0.3333374424708409
LN,527896.435,527896.4349999998,2.3283064365386963e-10,4.4105363896588847e-16
SD,0,0,,
JB,0,0,,
