CHARGE
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
607.1950467057486
2689.565371554744
3684.2105263157896
3684.2105263157896
1678.573083879106
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
2279.0585391795235
1590.9966600000048
465.95168900000476
577.81135
0.0
0.0
0.0
0.0
0.0
0.0
0.0
48.2127800143212
971.7805282913484
2414.817999745674
3684.2105263157896
3684.2105263157896
2617.328101949823
0.0
0.0
0.0
0.0
0.0
0.0
3915.993229491352
5024.414119745676
3728.8921497456777
2665.3573797456725
557.3000282913506
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
705.702463489315
1232.048723234991
1060.5190232349992
0.0
0.0
0.0
0.0
0.0
0.0
0.0
909.1987178359614
11033.991221151367
13684.21052631579
13136.673675383463
13036.662920138497
13684.21052631579
10161.093235958253
7090.80128216404
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
802.2614900143267
0.0
125.24920561119583
0.0
0.0
1057.1509997456756
509.3394641523364
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
6434.342441945748
10663.336557275592
3684.2105263157896
6601.71423949135
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
3684.2105263157896
4939.669539491353
7638.445089491352
3332.4005892006408
351.80993711514907
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
45.732256824427935
4181.461939491345
5625.907740254322
3638.4782694913606
0.0
0.0
0.0
0.0
0.0
0.0
0.0
