STOR,SOLAR,COAL,WIND,GAS,HYDRO
556.3159571992585,0.0,10390.0,1765.368,0.0,440.56451584999996
0.0,0.0,10390.0,915.376,0.0,0.0
0.0,0.0,10390.0,392.30400000000003,0.0,439.8080633999995
0.0,0.0,10390.0,163.46,0.0,0.0
0.0,432.70000000000005,10390.0,32.692,0.0,0.0
0.0,1419.256,10390.0,0.0,0.0,766.0790317000001
1292.877478300742,3600.064,10390.0,0.0,0.0,1092.5
0.0,6248.188,9585.625,0.0,0.0,383.06451584999996
0.0,8619.384,7510.625,0.0,0.0,383.06451584999996
0.0,10332.876,7510.625,0.0,0.0,89.00163582210644
0.0,10990.58,7510.625,0.0,0.0,324.73434684210406
0.0,11267.508,7510.625,0.0,0.0,0.0
0.0,10384.8,7510.625,0.0,0.0,26.072080735789086
0.0,8446.304,7510.625,0.0,0.0,383.0645158499999
0.0,5971.259999999999,7510.625,0.0,0.0,383.0645158499999
0.0,3288.52,7510.625,0.0,0.0,383.0645158499999
1428.2527200000013,1748.1080000000002,8840.0,32.692,0.0,1150.0
2610.1537305472566,778.86,8840.0,424.996,0.0,0.0
149.18964000000142,207.6959999999999,8840.0,1863.444,0.0,0.0
2850.0,0.0,8840.0,2321.1319999999996,0.0,707.7725792499998
1848.4157873441914,0.0,8840.0,1798.06,0.0,1150.0
0.0,0.0,8840.0,1569.2160000000001,0.0,383.06451584999996
0.0,0.0,8840.0,1961.52,0.0,383.06451584999996
0.0,0.0,8788.968826205859,2321.1319999999996,0.0,0.0
0.0,0.0,8840.0,2157.672,0.0,0.0
0.0,0.0,8840.0,1765.368,0.0,822.8725792499995
0.0,0.0,8840.0,1405.7559999999999,0.0,0.0
0.0,0.0,8840.0,1242.296,0.0,0.0
0.0,328.85199999999986,8840.0,1176.9119999999998,0.0,383.0645158499999
0.0,1505.7959999999998,8840.0,196.15200000000002,0.0,1150.0
2513.9881221085493,3565.448,8840.0,130.768,0.0,708.5790317000001
0.0,6127.031999999999,8589.75,719.2239999999999,0.0,383.06451584999996
0.0,8463.612,7510.625,948.0679999999993,0.0,383.06451584999996
0.0,10280.952,6840.175,719.2239999999999,0.0,0.0
0.0,11371.356,6840.175,686.5319999999992,0.0,766.1290316999999
0.0,10679.036,6390.425,1209.6039999999994,0.0,27.964114050000603
0.0,9380.936000000002,5311.203916842106,2026.904,0.0,0.0
0.0,8169.375999999999,6390.425,2124.9800000000005,0.0,28.77943349999896
0.0,7234.743999999999,6390.425,1634.6000000000001,0.0,383.0645158499999
0.0,5728.948,6439.425,1111.528,0.0,383.0645158499999
1152.6396797881532,3807.76,7730.0,784.6080000000001,0.0,383.0645158499999
2850.0,1903.88,7730.0,523.072,0.0,970.8685754999992
2870.5290259999983,657.704,7730.0,490.3799999999999,0.0,209.88538559219432
1971.7587025844311,0.0,7179.203600957765,1209.604,0.0,1060.8895864578064
0.0,0.0,7130.53668415,3105.7400000000002,0.0,383.06451584999996
0.0,0.0,4150.55,5688.407999999999,0.0,383.06451584999996
0.0,0.0,4150.55,6505.7080000000005,0.0,0.0
0.0,0.0,4150.55,5067.26,0.0,0.0
0.0,0.0,4150.55,4544.188,0.0,439.8080633999995
0.0,0.0,4150.55,4413.42,0.0,0.0
0.0,0.0,4150.55,4217.268,0.0,1149.1935475499997
0.0,0.0,4150.55,4249.96,0.0,0.0
0.0,415.392,4150.55,2549.976,0.0,0.0
2850.0,1419.2559999999999,5379.3,359.61199999999997,0.0,766.0790317000002
2850.0,3323.136,5379.3,294.22799999999995,0.0,708.6290316999998
2850.0,4777.008000000001,5379.3,555.764,0.0,0.0
0.0,5555.868,5379.3,1176.9119999999998,0.0,1150.0
0.0,7303.975999999999,5330.3,2026.904,0.0,383.06451584999996
0.0,9744.403999999999,4150.55,2778.8199999999997,0.0,383.06451584999996
0.0,10886.732,4150.55,3661.504,0.0,0.0
0.0,10834.808,4150.55,4544.188,0.0,0.0
0.0,9917.483999999999,4150.55,4969.183999999999,0.0,116.40112590000274
0.0,8186.683999999999,4150.55,5198.028,0.0,323.40693749999673
0.0,6127.031999999999,4150.55,3792.2720000000004,0.0,383.0645158499999
2430.389314150005,3721.22,4150.55,1961.52,0.0,383.0645158499999
2850.0,1782.724,5269.790488300002,1274.988,0.0,766.0790317000001
2850.0,588.4720000000001,5330.3,1176.9119999999998,0.0,653.2875500000018
2850.0,0.0,4441.777164150007,3040.3559999999998,0.0,822.2769658499981
180.32591415000405,0.0,4150.55,5655.715999999999,0.0,383.06451584999996
0.0,0.0,4150.55,8401.844000000001,0.0,0.0
0.0,0.0,4150.55,9284.527999999998,0.0,766.1290316999999
0.0,0.0,4150.55,6996.088,0.0,383.06451584999996
0.0,0.0,4150.55,5819.1759999999995,0.0,323.9713234000016
0.0,0.0,4150.55,5786.4839999999995,0.0,0.0
0.0,0.0,4150.55,5590.332,0.0,115.83673999999792
0.0,0.0,4150.55,5230.72,0.0,0.0
0.0,363.46799999999985,4150.55,3432.66,0.0,766.1290316999998
1583.7990400000044,1419.256,4150.55,1111.528,0.0,0.0
93.60056830000758,3271.212,4150.55,1471.1399999999999,0.0,766.0790317000001
2035.6222765000027,5348.172,4150.55,1373.064,0.0,1013.6666534999988
0.0,7217.436,4150.55,915.376,0.0,209.29775634999942
0.0,9467.476,4150.55,523.072,0.0,635.6646218500016
0.0,10748.268,4150.55,326.92,0.0,150.95662469999877
0.0,10955.964,4150.55,228.84399999999914,0.0,0.0
0.0,10679.036,4150.55,261.536,0.0,0.0
0.0,9744.403999999999,4150.55,326.92,0.0,390.3186977078958
0.0,8203.992,4150.55,424.9959999999992,0.0,281.5972568421048
0.0,6178.956,4150.55,555.764,0.0,383.0645158499999
1469.4455541500013,3911.608,6289.875,555.764,0.0,383.0645158499999
2850.0,1834.648,6289.875,261.53599999999983,0.0,669.5707000000011
3528.9286483000037,571.164,6289.875,65.384,0.0,96.55833169999869
4306.5058795,0.0,6289.875,0.0,0.0,514.7309104999999
2850.0,0.0,6289.875,32.692,0.0,1148.474220000001
1861.9972129500018,0.0,6289.875,130.768,0.0,578.4384170499991
174.24179415000089,0.0,6289.875,523.072,0.0,383.06451584999996
0.0,0.0,6053.925,1340.372,0.0,383.06451584999996
0.0,0.0,6053.925,2157.672,0.0,56.74354754999956
0.0,0.0,6053.925,2549.976,0.0,0.0
0.0,0.0,6053.925,2648.052,0.0,0.0
0.0,0.0,6053.925,2321.1319999999996,0.0,383.0645158499999
0.0,346.16,6289.875,1569.2160000000001,0.0,383.0645158499999
0.0,1401.948,6289.875,98.07600000000001,0.0,766.0790317000001
0.0,3271.212,6289.875,0.0,0.0,1092.5
0.0,5659.716,6053.925,32.692,0.0,383.06451584999996
0.0,7667.444,6004.925,163.46,0.0,0.0
0.0,8723.232,6004.925,424.9959999999992,0.0,0.0
0.0,8255.916,6004.925,621.1479999999992,0.0,528.6351575090027
0.0,7113.588,6004.925,817.3000000000001,0.0,184.07278324099798
0.0,6577.04,6004.925,1013.452,0.0,110.16463849999877
0.0,6161.648,6004.925,1046.144,0.0,383.0645158499999
0.0,5538.56,6053.925,849.992,0.0,383.0645158499999
