STOR,SOLAR,COAL,WIND,HYDRO
0.0,0.0,0.0,33362.08711239585,0.0
15018.0,0.0,0.0,425.72499666666675,108.33946879999999
0.0,0.0,0.0,13196.295572940327,46.169734399999996
0.0,0.0,0.0,23721.968511869534,0.0
0.0,0.0,0.0,23648.173553069533,92.33946879999999
0.0,0.0,0.0,16454.316141869534,0.0
0.0,0.0,0.0,21042.30490272935,92.33946879999999
0.0,0.0,0.0,46365.94873196011,0.0
0.0,0.0,0.0,25682.638051869533,0.0
15210.0,2338.1704330695347,0.0,0.0,92.33946879999999
0.0,0.0,0.0,31480.100240205782,0.0
0.0,0.0,0.0,31688.204630205782,0.0
0.0,0.0,0.0,30818.88987020578,0.0
0.0,0.0,0.0,30407.628590205783,0.0
0.0,0.0,0.0,32355.818970205783,0.0
960.0,0.0,0.0,16699.802679869535,230.84867199999997
0.0,0.0,0.0,18324.298195394218,46.169734399999996
0.0,0.0,0.0,29248.44864539422,46.169734399999996
0.0,0.0,0.0,32004.82284979422,0.0
960.0,0.0,0.0,23048.7583117223,92.33946879999999
0.0,0.0,0.0,26898.44539539422,46.169734399999996
0.0,0.0,0.0,28100.599551869534,0.0
960.0,0.0,0.0,22862.299285770838,46.169734399999996
0.0,0.0,0.0,16287.252697469534,46.169734399999996
0.0,0.0,0.0,33321.31613504086,0.0
0.0,0.0,0.0,23727.69472442461,92.33946879999999
0.0,0.0,0.0,23820.034193224612,0.0
0.0,0.0,0.0,23820.034193224612,0.0
0.0,0.0,0.0,38239.452433224615,0.0
0.0,0.0,0.0,27511.860949830098,0.0
960.0,0.0,0.0,28314.412277222196,230.84867199999997
0.0,0.0,0.0,22149.653488824613,46.169734399999996
0.0,0.0,0.0,17526.35535882461,46.169734399999996
0.0,0.0,0.0,27507.28579322461,0.0
0.0,0.0,0.0,28666.27021,0.0
0.0,0.0,0.0,31877.37356,0.0
0.0,0.0,0.0,32495.53125,0.0
0.0,0.0,0.0,32078.343350000003,0.0
0.0,0.0,0.0,22795.95252,0.0
0.0,0.0,0.0,42736.31764095435,0.0
0.0,7981.428,0.0,37131.28749363636,0.0
0.0,0.0,0.0,33975.684460000004,0.0
0.0,1074.423,0.0,28875.334000000003,296.2065471999999
1809.6868384902073,0.0,0.0,24459.965352272728,0.0
0.0,0.0,0.0,28875.334000000003,0.0
0.0,0.0,0.0,27454.86149481818,0.0
0.0,0.0,0.0,26581.079409727274,0.0
0.0,0.0,0.0,27540.984,0.0
0.0,0.0,0.0,27327.488,0.049999999999954525
0.0,0.0,0.0,26099.886,46.16973439999998
0.0,0.0,0.0,23110.942,46.16973439999998
76.94074273476514,0.0,0.0,19641.632,138.4592032
4563.085775934769,0.0,0.0,15318.337999999998,0.0
9137.187521534766,745.518,0.0,10995.044,46.219734399999936
