Region,TotalPotentials,TotalActuals,TotalCurtailments,Curtailment_rate
HL,110817.0,110112.1521202363,704.8478797637072,0.006360467074218822
IME,109102.89600000001,103209.46600481906,5893.429995180952,0.054017172882202424
JL,98481.98,98481.98,0.0,0.0
LN,151540.34,151540.33999999994,5.820766091346741e-11,3.84106706593554e-16
SD,0,0,,
JB,0,0,,
